customer_id,signup_date,location_id,age_band,gender,customer_persona,preferred_sport,marketing_consent
CUST054612,2024-03-06,LOC001,18-24,Women,Studio Regular,Gym,True
CUST054613,2025-12-25,LOC007,45-54,Men,Active Lifestyle,Multi-Sport,False
CUST054614,2025-09-18,LOC012,25-34,Men,Outdoor Explorer,Gym,True
CUST054615,2025-05-05,LOC007,35-44,Women,Performance Athlete,Running,True
CUST054616,2024-08-20,LOC011,55+,Non-Binary / Other,Studio Regular,Running,False
CUST054617,2023-02-03,LOC012,55+,Men,Urban Runner,Running,True
CUST054618,2023-07-07,LOC004,25-34,Women,Active Lifestyle,Pilates,True
CUST054619,2024-09-22,LOC007,45-54,Women,Urban Runner,Running,False
CUST054620,2025-04-25,LOC011,45-54,Women,Urban Runner,Running,True
CUST054621,2025-07-12,LOC001,35-44,Men,Active Lifestyle,Hiking,False
CUST054622,2023-06-04,LOC007,35-44,Men,Urban Runner,Pilates,True
CUST054623,2023-10-12,LOC004,18-24,Men,Active Lifestyle,Multi-Sport,False
CUST054624,2024-01-01,LOC008,35-44,Men,Outdoor Explorer,Trail,False
CUST054625,2024-05-26,LOC001,45-54,Men,Active Lifestyle,Running,True
CUST054626,2025-10-27,LOC001,45-54,Women,Urban Runner,Running,False
CUST054627,2025-12-10,LOC004,18-24,Men,Outdoor Explorer,Hiking,True
CUST054628,2024-01-29,LOC011,35-44,Men,Urban Runner,Gym,True
CUST054629,2025-10-14,LOC004,18-24,Men,Studio Regular,Multi-Sport,True
CUST054630,2023-09-17,LOC007,25-34,Women,Urban Runner,Running,False
CUST054631,2024-01-22,LOC009,25-34,Women,Active Lifestyle,Multi-Sport,True
CUST054632,2024-04-14,LOC008,25-34,Men,Performance Athlete,Running,True
CUST054633,2025-12-06,LOC013,35-44,Women,Outdoor Explorer,Hiking,True
CUST054634,2024-10-31,LOC011,18-24,Women,Studio Regular,Gym,True
CUST054635,2025-05-05,LOC007,18-24,Women,Active Lifestyle,Hiking,True
CUST054636,2024-06-06,LOC007,35-44,Women,Outdoor Explorer,Gym,False
CUST054637,2025-09-17,LOC006,18-24,Men,Urban Runner,Running,True
CUST054638,2024-12-09,LOC001,25-34,Women,Studio Regular,Gym,True
CUST054639,2024-01-28,LOC007,18-24,Women,Active Lifestyle,Pilates,False
CUST054640,2023-10-17,LOC014,35-44,Women,Studio Regular,Pilates,True
CUST054641,2024-05-22,LOC012,45-54,Men,Performance Athlete,Running,True
CUST054642,2025-09-02,LOC010,25-34,Women,Active Lifestyle,Multi-Sport,True
CUST054643,2025-03-06,LOC003,35-44,Women,Outdoor Explorer,Running,True
CUST054644,2024-09-10,LOC001,35-44,Women,Studio Regular,Gym,True
CUST054645,2025-05-18,LOC013,25-34,Men,Active Lifestyle,Gym,False
CUST054646,2025-12-27,LOC008,25-34,Women,Studio Regular,Gym,True
CUST054647,2024-07-04,LOC001,18-24,Women,Active Lifestyle,Multi-Sport,True
CUST054648,2024-03-08,LOC001,18-24,Non-Binary / Other,Urban Runner,Running,False
CUST054649,2024-01-16,LOC004,25-34,Men,Studio Regular,Pilates,True
CUST054650,2024-02-03,LOC010,35-44,Men,Outdoor Explorer,Multi-Sport,False
CUST054651,2024-08-11,LOC004,25-34,Women,Active Lifestyle,Hiking,True
CUST054652,2025-06-18,LOC001,18-24,Women,Studio Regular,Pilates,True
CUST054653,2025-02-15,LOC003,18-24,Women,Studio Regular,Running,False
CUST054654,2024-06-01,LOC007,18-24,Women,Urban Runner,Running,True
CUST054655,2023-10-20,LOC012,25-34,Men,Studio Regular,Gym,False
CUST054656,2025-11-04,LOC007,35-44,Non-Binary / Other,Urban Runner,Running,True
CUST054657,2025-10-28,LOC008,18-24,Men,Performance Athlete,Pilates,True
CUST054658,2024-08-06,LOC012,18-24,Men,Studio Regular,Multi-Sport,True
CUST054659,2023-11-29,LOC014,18-24,Men,Active Lifestyle,Multi-Sport,True
CUST054660,2023-09-01,LOC007,35-44,Men,Performance Athlete,Gym,False
CUST054661,2023-06-24,LOC003,25-34,Women,Performance Athlete,Multi-Sport,True
CUST054662,2025-07-21,LOC001,35-44,Men,Performance Athlete,Running,True
CUST054663,2025-05-16,LOC006,18-24,Men,Urban Runner,Hiking,False
CUST054664,2024-08-01,LOC008,18-24,Men,Urban Runner,Running,True
CUST054665,2025-05-29,LOC006,45-54,Women,Active Lifestyle,Gym,True
CUST054666,2024-05-22,LOC009,45-54,Women,Urban Runner,Running,False
CUST054667,2023-07-07,LOC004,25-34,Women,Urban Runner,Gym,True
CUST054668,2025-05-27,LOC003,45-54,Men,Outdoor Explorer,Hiking,False
CUST054669,2023-07-22,LOC001,45-54,Men,Urban Runner,Running,True
CUST054670,2024-09-27,LOC007,55+,Women,Outdoor Explorer,Trail,False
CUST054671,2025-10-16,LOC009,18-24,Women,Urban Runner,Hiking,True
CUST054672,2024-08-21,LOC007,45-54,Women,Urban Runner,Running,True
CUST054673,2023-02-20,LOC010,25-34,Women,Performance Athlete,Running,False
CUST054674,2024-12-28,LOC001,25-34,Men,Active Lifestyle,Running,True
CUST054675,2025-03-08,LOC008,25-34,Men,Outdoor Explorer,Multi-Sport,True
CUST054676,2023-06-27,LOC012,35-44,Men,Urban Runner,Gym,True
CUST054677,2025-12-07,LOC013,35-44,Women,Active Lifestyle,Pilates,True
CUST054678,2025-04-27,LOC004,25-34,Women,Urban Runner,Running,True
CUST054679,2023-09-23,LOC001,35-44,Women,Active Lifestyle,Gym,False
CUST054680,2024-04-05,LOC011,25-34,Men,Performance Athlete,Hiking,True
CUST054681,2025-08-17,LOC011,35-44,Men,Performance Athlete,Trail,True
CUST054682,2025-08-22,LOC004,18-24,Men,Urban Runner,Running,True
CUST054683,2023-03-08,LOC010,45-54,Men,Outdoor Explorer,Trail,True
CUST054684,2025-09-04,LOC001,25-34,Men,Outdoor Explorer,Hiking,True
CUST054685,2023-01-05,LOC010,18-24,Men,Urban Runner,Running,True
CUST054686,2025-11-11,LOC013,45-54,Men,Studio Regular,Multi-Sport,True
CUST054687,2024-02-19,LOC007,45-54,Women,Active Lifestyle,Pilates,True
CUST054688,2024-06-28,LOC011,45-54,Women,Outdoor Explorer,Trail,True
CUST054689,2025-08-13,LOC004,25-34,Men,Urban Runner,Running,True
CUST054690,2023-08-22,LOC010,55+,Men,Studio Regular,Gym,True
CUST054691,2024-03-25,LOC008,25-34,Men,Outdoor Explorer,Hiking,True
CUST054692,2024-09-18,LOC001,55+,Women,Urban Runner,Running,False
CUST054693,2024-10-01,LOC011,18-24,Women,Active Lifestyle,Gym,True
CUST054694,2023-07-22,LOC004,25-34,Men,Active Lifestyle,Gym,True
CUST054695,2024-11-19,LOC003,35-44,Women,Outdoor Explorer,Hiking,False
CUST054696,2023-05-22,LOC008,45-54,Women,Urban Runner,Gym,False
CUST054697,2024-02-04,LOC008,25-34,Women,Studio Regular,Gym,True
CUST054698,2024-12-12,LOC012,18-24,Women,Outdoor Explorer,Hiking,True
CUST054699,2025-08-07,LOC004,35-44,Men,Active Lifestyle,Gym,False
CUST054700,2025-12-17,LOC003,45-54,Women,Urban Runner,Running,True
CUST054701,2024-07-26,LOC005,45-54,Men,Active Lifestyle,Running,True
CUST054702,2023-03-04,LOC012,35-44,Women,Studio Regular,Pilates,True
CUST054703,2025-12-26,LOC002,25-34,Women,Active Lifestyle,Gym,False
CUST054704,2024-05-07,LOC004,18-24,Women,Urban Runner,Running,True
CUST054705,2024-10-15,LOC011,25-34,Women,Studio Regular,Pilates,False
CUST054706,2025-06-24,LOC001,45-54,Women,Studio Regular,Gym,True
CUST054707,2025-08-16,LOC001,25-34,Women,Urban Runner,Gym,True
CUST054708,2024-04-14,LOC013,25-34,Women,Urban Runner,Running,True
CUST054709,2025-07-20,LOC004,45-54,Men,Studio Regular,Pilates,True
CUST054710,2025-05-06,LOC007,35-44,Women,Outdoor Explorer,Hiking,False
CUST054711,2025-10-27,LOC012,25-34,Men,Active Lifestyle,Pilates,True
CUST054712,2025-10-20,LOC002,25-34,Women,Urban Runner,Running,True
CUST054713,2023-10-03,LOC007,25-34,Women,Studio Regular,Trail,False
CUST054714,2023-02-18,LOC008,18-24,Women,Urban Runner,Multi-Sport,True
CUST054715,2024-05-24,LOC002,25-34,Women,Outdoor Explorer,Multi-Sport,True
CUST054716,2025-01-31,LOC013,45-54,Men,Outdoor Explorer,Hiking,True
CUST054717,2023-10-27,LOC001,35-44,Women,Urban Runner,Running,True
CUST054718,2024-08-18,LOC004,45-54,Men,Performance Athlete,Running,True
CUST054719,2025-09-05,LOC004,25-34,Women,Active Lifestyle,Multi-Sport,True
CUST054720,2024-03-26,LOC004,45-54,Men,Active Lifestyle,Gym,False
CUST054721,2023-11-02,LOC005,35-44,Women,Performance Athlete,Running,True
CUST054722,2025-12-20,LOC007,45-54,Women,Active Lifestyle,Gym,True
CUST054723,2024-08-20,LOC007,35-44,Women,Urban Runner,Running,True
CUST054724,2024-11-10,LOC001,35-44,Men,Urban Runner,Running,True
CUST054725,2024-06-01,LOC001,18-24,Men,Active Lifestyle,Gym,True
CUST054726,2025-12-19,LOC001,25-34,Non-Binary / Other,Active Lifestyle,Running,True
CUST054727,2023-02-18,LOC012,35-44,Men,Studio Regular,Gym,True
CUST054728,2023-08-09,LOC014,35-44,Men,Studio Regular,Pilates,False
CUST054729,2025-08-30,LOC001,45-54,Men,Urban Runner,Hiking,True
CUST054730,2025-05-28,LOC011,25-34,Men,Active Lifestyle,Pilates,True
CUST054731,2025-10-15,LOC004,25-34,Women,Performance Athlete,Running,False
CUST054732,2024-05-06,LOC007,35-44,Men,Performance Athlete,Gym,True
CUST054733,2024-08-14,LOC001,35-44,Women,Studio Regular,Hiking,False
CUST054734,2025-03-07,LOC002,25-34,Women,Outdoor Explorer,Hiking,True
CUST054735,2025-11-09,LOC013,25-34,Women,Performance Athlete,Gym,True
CUST054736,2025-09-25,LOC007,18-24,Women,Urban Runner,Running,False
CUST054737,2025-02-24,LOC003,25-34,Men,Studio Regular,Pilates,True
CUST054738,2024-06-10,LOC002,25-34,Men,Urban Runner,Trail,False
CUST054739,2025-01-31,LOC001,25-34,Men,Urban Runner,Running,False
CUST054740,2024-09-05,LOC011,18-24,Men,Urban Runner,Running,False
CUST054741,2024-01-19,LOC011,35-44,Men,Performance Athlete,Trail,True
CUST054742,2025-02-26,LOC012,25-34,Women,Urban Runner,Running,False
CUST054743,2024-06-14,LOC011,35-44,Men,Urban Runner,Running,False
CUST054744,2024-05-30,LOC002,55+,Women,Outdoor Explorer,Hiking,False
CUST054745,2024-11-21,LOC001,18-24,Women,Urban Runner,Hiking,True
CUST054746,2025-05-01,LOC008,18-24,Women,Performance Athlete,Running,True
CUST054747,2025-05-14,LOC004,35-44,Men,Studio Regular,Multi-Sport,True
CUST054748,2023-11-18,LOC005,25-34,Men,Outdoor Explorer,Hiking,False
CUST054749,2023-10-14,LOC013,45-54,Women,Active Lifestyle,Gym,True
CUST054750,2024-08-28,LOC013,25-34,Non-Binary / Other,Active Lifestyle,Gym,True
CUST054751,2023-04-13,LOC004,25-34,Women,Studio Regular,Gym,False
CUST054752,2025-08-04,LOC004,45-54,Men,Outdoor Explorer,Hiking,True
CUST054753,2024-02-04,LOC011,35-44,Women,Urban Runner,Running,True
CUST054754,2024-08-21,LOC004,55+,Women,Active Lifestyle,Gym,True
CUST054755,2023-12-11,LOC014,25-34,Men,Studio Regular,Pilates,True
CUST054756,2024-02-04,LOC001,18-24,Women,Studio Regular,Running,False
CUST054757,2025-09-10,LOC014,18-24,Men,Urban Runner,Trail,True
CUST054758,2025-04-24,LOC001,18-24,Men,Urban Runner,Running,True
CUST054759,2024-01-24,LOC001,35-44,Women,Active Lifestyle,Multi-Sport,True
CUST054760,2025-07-14,LOC013,25-34,Men,Active Lifestyle,Multi-Sport,True
CUST054761,2025-01-22,LOC005,35-44,Men,Outdoor Explorer,Hiking,True
CUST054762,2023-08-07,LOC013,35-44,Men,Active Lifestyle,Hiking,True
CUST054763,2025-08-26,LOC005,25-34,Women,Studio Regular,Running,False
CUST054764,2025-05-27,LOC001,35-44,Women,Studio Regular,Gym,False
CUST054765,2024-06-05,LOC002,25-34,Women,Active Lifestyle,Pilates,False
CUST054766,2025-12-29,LOC011,45-54,Women,Urban Runner,Hiking,True
CUST054767,2025-12-30,LOC009,35-44,Women,Studio Regular,Pilates,False
CUST054768,2024-12-08,LOC001,45-54,Women,Urban Runner,Running,True
CUST054769,2024-03-05,LOC006,18-24,Men,Active Lifestyle,Hiking,True
CUST054770,2024-03-07,LOC004,25-34,Men,Urban Runner,Running,True
CUST054771,2023-06-25,LOC008,35-44,Women,Active Lifestyle,Running,False
CUST054772,2024-09-08,LOC007,35-44,Men,Studio Regular,Gym,False
CUST054773,2024-12-27,LOC004,25-34,Men,Urban Runner,Running,True
CUST054774,2024-03-16,LOC008,25-34,Women,Active Lifestyle,Hiking,True
CUST054775,2025-09-19,LOC004,35-44,Women,Active Lifestyle,Gym,True
CUST054776,2025-06-06,LOC005,35-44,Men,Active Lifestyle,Pilates,True
CUST054777,2025-12-04,LOC008,25-34,Women,Active Lifestyle,Multi-Sport,True
CUST054778,2025-03-10,LOC011,25-34,Men,Outdoor Explorer,Pilates,True
CUST054779,2023-05-15,LOC003,35-44,Men,Outdoor Explorer,Trail,True
CUST054780,2024-05-01,LOC002,35-44,Women,Active Lifestyle,Pilates,False
CUST054781,2025-01-29,LOC007,25-34,Women,Outdoor Explorer,Hiking,True
CUST054782,2025-12-27,LOC013,25-34,Men,Urban Runner,Running,True
CUST054783,2024-10-18,LOC009,55+,Men,Active Lifestyle,Running,False
CUST054784,2025-12-13,LOC009,35-44,Men,Urban Runner,Running,False
CUST054785,2023-07-21,LOC009,25-34,Women,Active Lifestyle,Running,True
CUST054786,2025-10-19,LOC001,25-34,Women,Active Lifestyle,Multi-Sport,False
CUST054787,2023-02-11,LOC008,35-44,Women,Urban Runner,Running,True
CUST054788,2023-01-07,LOC002,25-34,Women,Urban Runner,Multi-Sport,True
CUST054789,2023-12-03,LOC002,25-34,Women,Urban Runner,Running,False
CUST054790,2025-11-07,LOC009,25-34,Women,Urban Runner,Gym,True
CUST054791,2025-11-19,LOC001,25-34,Men,Active Lifestyle,Trail,True
CUST054792,2025-06-30,LOC013,35-44,Women,Studio Regular,Trail,True
CUST054793,2025-05-20,LOC002,35-44,Women,Urban Runner,Running,False
CUST054794,2024-07-16,LOC003,35-44,Women,Studio Regular,Pilates,True
CUST054795,2023-05-03,LOC009,35-44,Non-Binary / Other,Urban Runner,Gym,True
CUST054796,2024-09-30,LOC004,25-34,Women,Studio Regular,Pilates,False
CUST054797,2024-05-20,LOC001,25-34,Women,Active Lifestyle,Hiking,True
CUST054798,2025-07-06,LOC004,25-34,Men,Outdoor Explorer,Hiking,True
CUST054799,2025-03-18,LOC008,18-24,Women,Performance Athlete,Running,True
CUST054800,2024-01-28,LOC011,35-44,Men,Active Lifestyle,Gym,True
CUST054801,2024-02-26,LOC009,25-34,Women,Active Lifestyle,Multi-Sport,True
CUST054802,2023-10-10,LOC004,55+,Women,Outdoor Explorer,Running,False
CUST054803,2025-08-26,LOC003,35-44,Women,Urban Runner,Running,True
CUST054804,2023-07-05,LOC007,55+,Women,Urban Runner,Running,False
CUST054805,2025-01-19,LOC009,45-54,Women,Urban Runner,Running,False
CUST054806,2025-10-23,LOC008,25-34,Women,Active Lifestyle,Gym,True
CUST054807,2024-09-06,LOC003,35-44,Men,Studio Regular,Gym,True
CUST054808,2025-05-04,LOC001,55+,Men,Outdoor Explorer,Hiking,True
CUST054809,2023-01-02,LOC007,18-24,Men,Outdoor Explorer,Hiking,False
CUST054810,2024-01-09,LOC009,25-34,Men,Active Lifestyle,Multi-Sport,True
CUST054811,2024-03-14,LOC005,25-34,Men,Performance Athlete,Gym,True
CUST054812,2023-11-04,LOC007,25-34,Men,Urban Runner,Running,True
CUST054813,2025-04-22,LOC007,25-34,Women,Studio Regular,Pilates,True
CUST054814,2023-12-13,LOC002,25-34,Men,Outdoor Explorer,Hiking,True
CUST054815,2024-08-15,LOC008,35-44,Men,Active Lifestyle,Gym,False
CUST054816,2025-10-01,LOC008,35-44,Men,Urban Runner,Running,True
CUST054817,2025-03-18,LOC001,35-44,Women,Active Lifestyle,Multi-Sport,True
CUST054818,2024-03-31,LOC012,18-24,Men,Urban Runner,Running,True
CUST054819,2024-07-27,LOC009,35-44,Women,Outdoor Explorer,Hiking,False
CUST054820,2024-11-09,LOC013,25-34,Men,Studio Regular,Pilates,True
CUST054821,2024-04-25,LOC005,25-34,Men,Urban Runner,Pilates,False
CUST054822,2025-09-26,LOC010,45-54,Women,Outdoor Explorer,Hiking,True
CUST054823,2025-05-12,LOC010,25-34,Men,Active Lifestyle,Running,False
CUST054824,2024-07-22,LOC007,25-34,Men,Outdoor Explorer,Hiking,True
CUST054825,2023-10-18,LOC012,18-24,Women,Active Lifestyle,Gym,True
CUST054826,2024-11-30,LOC002,45-54,Women,Outdoor Explorer,Trail,True
CUST054827,2025-06-22,LOC002,35-44,Men,Outdoor Explorer,Trail,True
CUST054828,2024-09-01,LOC013,35-44,Women,Urban Runner,Running,True
CUST054829,2025-09-10,LOC002,25-34,Women,Performance Athlete,Trail,False
CUST054830,2025-06-13,LOC002,25-34,Women,Active Lifestyle,Trail,True
CUST054831,2024-03-26,LOC007,35-44,Men,Outdoor Explorer,Running,True
CUST054832,2025-04-08,LOC007,55+,Women,Active Lifestyle,Multi-Sport,True
CUST054833,2024-01-01,LOC003,55+,Men,Performance Athlete,Gym,True
CUST054834,2024-05-12,LOC011,18-24,Women,Urban Runner,Running,True
CUST054835,2024-09-03,LOC004,25-34,Men,Active Lifestyle,Multi-Sport,False
CUST054836,2025-11-03,LOC004,35-44,Women,Urban Runner,Running,True
CUST054837,2025-08-26,LOC001,45-54,Women,Urban Runner,Running,True
CUST054838,2024-05-03,LOC001,35-44,Men,Active Lifestyle,Running,False
CUST054839,2024-06-29,LOC007,25-34,Women,Studio Regular,Multi-Sport,False
CUST054840,2023-07-02,LOC007,25-34,Women,Studio Regular,Gym,True
CUST054841,2025-03-17,LOC004,35-44,Men,Active Lifestyle,Gym,True
CUST054842,2024-04-11,LOC013,35-44,Women,Active Lifestyle,Pilates,False
CUST054843,2025-08-03,LOC001,55+,Men,Active Lifestyle,Running,True
CUST054844,2023-08-09,LOC007,35-44,Men,Outdoor Explorer,Multi-Sport,True
CUST054845,2024-04-02,LOC012,25-34,Women,Outdoor Explorer,Hiking,True
CUST054846,2024-12-18,LOC013,45-54,Women,Urban Runner,Running,True
CUST054847,2023-03-11,LOC007,25-34,Women,Studio Regular,Gym,False
CUST054848,2025-04-19,LOC003,35-44,Men,Urban Runner,Running,True
CUST054849,2025-02-11,LOC013,25-34,Women,Urban Runner,Multi-Sport,True
CUST054850,2025-07-22,LOC008,45-54,Women,Studio Regular,Running,True
CUST054851,2024-12-15,LOC007,25-34,Men,Urban Runner,Hiking,True
CUST054852,2023-03-19,LOC012,25-34,Men,Urban Runner,Running,True
CUST054853,2024-06-21,LOC001,25-34,Men,Studio Regular,Pilates,False
CUST054854,2023-11-04,LOC001,25-34,Men,Studio Regular,Hiking,True
CUST054855,2025-03-01,LOC006,25-34,Women,Active Lifestyle,Running,True
CUST054856,2025-10-28,LOC008,25-34,Men,Studio Regular,Pilates,True
CUST054857,2024-08-14,LOC007,45-54,Men,Studio Regular,Running,False
CUST054858,2024-05-16,LOC001,25-34,Women,Outdoor Explorer,Trail,True
CUST054859,2024-01-06,LOC011,25-34,Women,Active Lifestyle,Hiking,False
CUST054860,2023-09-09,LOC005,25-34,Men,Active Lifestyle,Multi-Sport,True
CUST054861,2023-07-22,LOC012,18-24,Women,Urban Runner,Running,True
CUST054862,2025-05-23,LOC003,35-44,Women,Urban Runner,Running,True
CUST054863,2025-06-13,LOC007,25-34,Women,Active Lifestyle,Hiking,True
CUST054864,2025-03-22,LOC013,45-54,Men,Active Lifestyle,Pilates,True
CUST054865,2023-04-20,LOC006,35-44,Women,Studio Regular,Gym,False
CUST054866,2023-10-07,LOC006,18-24,Women,Urban Runner,Running,True
CUST054867,2024-09-25,LOC001,35-44,Women,Studio Regular,Gym,True
CUST054868,2025-10-09,LOC009,18-24,Men,Urban Runner,Running,True
CUST054869,2025-02-18,LOC013,55+,Women,Active Lifestyle,Gym,False
CUST054870,2025-10-20,LOC014,25-34,Women,Urban Runner,Running,True
CUST054871,2024-05-08,LOC004,18-24,Women,Performance Athlete,Trail,True
CUST054872,2024-04-22,LOC004,25-34,Men,Active Lifestyle,Multi-Sport,True
CUST054873,2024-05-21,LOC011,25-34,Women,Urban Runner,Running,True
CUST054874,2025-10-09,LOC010,25-34,Men,Urban Runner,Gym,True
CUST054875,2025-10-05,LOC010,25-34,Men,Performance Athlete,Pilates,True
CUST054876,2025-09-08,LOC004,45-54,Women,Studio Regular,Running,True
CUST054877,2023-11-15,LOC005,18-24,Men,Urban Runner,Running,True
CUST054878,2024-10-06,LOC007,35-44,Men,Urban Runner,Running,True
CUST054879,2025-03-20,LOC013,25-34,Women,Urban Runner,Pilates,False
CUST054880,2025-09-29,LOC006,45-54,Women,Urban Runner,Gym,False
CUST054881,2024-04-22,LOC011,35-44,Women,Urban Runner,Running,True
CUST054882,2025-09-29,LOC005,35-44,Women,Urban Runner,Hiking,True
CUST054883,2025-04-14,LOC004,25-34,Women,Outdoor Explorer,Multi-Sport,True
CUST054884,2024-12-27,LOC011,45-54,Non-Binary / Other,Active Lifestyle,Pilates,True
CUST054885,2024-06-30,LOC001,18-24,Women,Studio Regular,Gym,False
CUST054886,2024-05-02,LOC008,35-44,Women,Active Lifestyle,Gym,True
CUST054887,2024-04-25,LOC001,55+,Men,Outdoor Explorer,Hiking,True
CUST054888,2024-04-22,LOC013,35-44,Women,Urban Runner,Running,True
CUST054889,2024-01-20,LOC003,55+,Women,Studio Regular,Gym,False
CUST054890,2024-07-06,LOC005,25-34,Women,Outdoor Explorer,Hiking,False
CUST054891,2025-03-05,LOC007,45-54,Women,Studio Regular,Pilates,True
CUST054892,2024-10-19,LOC011,35-44,Women,Studio Regular,Pilates,False
CUST054893,2024-05-04,LOC013,25-34,Women,Outdoor Explorer,Gym,True
CUST054894,2023-09-06,LOC003,25-34,Women,Active Lifestyle,Running,False
CUST054895,2024-06-17,LOC009,25-34,Women,Studio Regular,Running,True
CUST054896,2025-01-02,LOC013,45-54,Women,Outdoor Explorer,Hiking,False
CUST054897,2023-05-02,LOC002,25-34,Men,Studio Regular,Pilates,True
CUST054898,2025-12-05,LOC014,25-34,Women,Outdoor Explorer,Hiking,True
CUST054899,2024-05-03,LOC008,25-34,Men,Studio Regular,Gym,True
CUST054900,2024-02-03,LOC001,45-54,Women,Outdoor Explorer,Trail,False
CUST054901,2025-06-28,LOC014,35-44,Men,Urban Runner,Running,True
CUST054902,2024-10-26,LOC011,18-24,Men,Studio Regular,Gym,True
CUST054903,2024-09-24,LOC001,25-34,Men,Active Lifestyle,Pilates,True
CUST054904,2023-08-17,LOC007,25-34,Women,Studio Regular,Gym,False
CUST054905,2023-08-17,LOC007,25-34,Men,Outdoor Explorer,Running,False
CUST054906,2025-08-15,LOC008,45-54,Women,Studio Regular,Gym,False
CUST054907,2023-05-28,LOC011,18-24,Women,Active Lifestyle,Pilates,True
CUST054908,2024-05-28,LOC002,45-54,Women,Outdoor Explorer,Hiking,False
CUST054909,2024-12-02,LOC002,35-44,Women,Active Lifestyle,Hiking,True
CUST054910,2024-04-03,LOC012,18-24,Women,Performance Athlete,Hiking,True
CUST054911,2025-07-15,LOC011,35-44,Men,Active Lifestyle,Multi-Sport,True
CUST054912,2024-05-07,LOC006,35-44,Men,Active Lifestyle,Gym,True
CUST054913,2025-10-17,LOC003,35-44,Women,Performance Athlete,Running,True
CUST054914,2025-06-03,LOC004,45-54,Women,Outdoor Explorer,Hiking,True
CUST054915,2024-04-07,LOC012,18-24,Women,Urban Runner,Gym,True
CUST054916,2023-10-30,LOC002,45-54,Men,Outdoor Explorer,Hiking,True
CUST054917,2025-12-25,LOC014,18-24,Women,Performance Athlete,Gym,True
CUST054918,2023-11-04,LOC002,55+,Men,Urban Runner,Gym,True
CUST054919,2023-07-27,LOC014,35-44,Men,Urban Runner,Running,False
CUST054920,2025-12-29,LOC003,45-54,Women,Performance Athlete,Running,True
CUST054921,2024-06-28,LOC011,45-54,Men,Outdoor Explorer,Trail,True
CUST054922,2024-06-28,LOC005,35-44,Men,Urban Runner,Running,False
CUST054923,2023-01-17,LOC010,45-54,Women,Studio Regular,Pilates,True
CUST054924,2025-06-13,LOC003,18-24,Men,Active Lifestyle,Gym,True
CUST054925,2025-04-01,LOC007,55+,Men,Performance Athlete,Pilates,True
CUST054926,2025-03-24,LOC004,25-34,Women,Performance Athlete,Running,True
CUST054927,2025-05-08,LOC007,18-24,Women,Active Lifestyle,Gym,True
CUST054928,2024-02-04,LOC001,35-44,Men,Outdoor Explorer,Hiking,False
CUST054929,2024-04-17,LOC008,35-44,Men,Outdoor Explorer,Hiking,True
CUST054930,2023-08-10,LOC001,25-34,Women,Active Lifestyle,Trail,False
CUST054931,2023-08-25,LOC001,18-24,Women,Outdoor Explorer,Trail,True
CUST054932,2025-11-09,LOC001,18-24,Men,Outdoor Explorer,Hiking,False
CUST054933,2025-03-24,LOC013,45-54,Men,Urban Runner,Running,True
CUST054934,2024-06-17,LOC009,18-24,Women,Urban Runner,Running,True
CUST054935,2024-05-12,LOC011,18-24,Women,Active Lifestyle,Gym,True
CUST054936,2023-04-29,LOC012,18-24,Women,Outdoor Explorer,Multi-Sport,True
CUST054937,2025-09-30,LOC009,25-34,Men,Active Lifestyle,Hiking,False
CUST054938,2025-07-17,LOC011,18-24,Men,Urban Runner,Running,False
CUST054939,2025-02-03,LOC008,45-54,Men,Performance Athlete,Trail,True
CUST054940,2023-12-08,LOC002,55+,Men,Urban Runner,Gym,True
CUST054941,2025-06-05,LOC013,18-24,Women,Urban Runner,Trail,False
CUST054942,2023-06-22,LOC008,25-34,Men,Studio Regular,Gym,True
CUST054943,2025-12-13,LOC001,25-34,Women,Studio Regular,Pilates,True
CUST054944,2025-06-15,LOC011,45-54,Women,Active Lifestyle,Multi-Sport,True
CUST054945,2023-09-15,LOC013,25-34,Men,Studio Regular,Pilates,True
CUST054946,2024-12-01,LOC013,25-34,Men,Active Lifestyle,Multi-Sport,True
CUST054947,2023-09-04,LOC003,45-54,Men,Urban Runner,Running,True
CUST054948,2024-06-16,LOC007,25-34,Women,Studio Regular,Gym,True
CUST054949,2024-12-15,LOC004,25-34,Men,Outdoor Explorer,Gym,True
CUST054950,2023-08-10,LOC012,25-34,Women,Active Lifestyle,Gym,True
CUST054951,2025-04-13,LOC008,25-34,Men,Urban Runner,Running,True
CUST054952,2025-01-24,LOC002,18-24,Women,Urban Runner,Running,True
CUST054953,2023-05-11,LOC002,25-34,Women,Studio Regular,Gym,True
CUST054954,2023-01-26,LOC003,25-34,Women,Urban Runner,Running,True
CUST054955,2025-11-08,LOC004,25-34,Men,Urban Runner,Running,True
CUST054956,2025-12-21,LOC004,45-54,Women,Outdoor Explorer,Trail,True
CUST054957,2023-06-11,LOC012,18-24,Women,Urban Runner,Running,True
CUST054958,2024-03-13,LOC004,25-34,Men,Studio Regular,Gym,True
CUST054959,2024-08-02,LOC004,55+,Women,Active Lifestyle,Gym,True
CUST054960,2025-12-09,LOC005,25-34,Women,Urban Runner,Hiking,True
CUST054961,2023-09-07,LOC004,35-44,Men,Performance Athlete,Running,False
CUST054962,2024-05-18,LOC002,45-54,Women,Outdoor Explorer,Hiking,True
CUST054963,2023-05-19,LOC003,25-34,Women,Urban Runner,Running,False
