customer_id,acquisition_date,acquisition_channel,campaign_id,first_touch_channel,last_touch_channel,acquisition_device,acquisition_platform,referral_flag
CUST066045,2024-07-24,Organic Search,,Community Event,Organic Search,Mobile,iOS,False
CUST066046,2024-08-20,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST066047,2025-10-22,Paid Search,,Community Event,Paid Search,Mobile,Android,False
CUST066048,2024-08-07,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST066049,2023-11-02,Paid Social,CAMP0071,Influencer,Paid Social,Mobile,Website,False
CUST066050,2023-02-22,Direct,,Direct,Direct,Mobile,Website,False
CUST066051,2025-02-10,Paid Search,CAMP0038,Direct,Paid Search,Mobile,iOS,False
CUST066052,2024-04-30,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST066053,2023-04-20,Organic Search,,Influencer,Organic Search,Desktop,Website,False
CUST066054,2024-09-04,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST066055,2025-01-12,Organic Search,,Community Event,Organic Search,Desktop,Website,False
CUST066056,2023-11-12,Community Event,,Community Event,Community Event,Mobile,iOS,False
CUST066057,2025-11-30,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST066058,2025-02-23,Paid Social,CAMP0029,Paid Social,Paid Social,Mobile,iOS,False
CUST066059,2023-02-24,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST066060,2025-09-30,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST066061,2025-12-04,Paid Social,,Direct,Paid Social,Mobile,Website,False
CUST066062,2024-02-27,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST066063,2024-01-10,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST066064,2025-03-19,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST066065,2025-08-03,Organic Social,,Direct,Organic Social,Mobile,Website,False
CUST066066,2025-04-21,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST066067,2024-06-02,Paid Search,,Organic Social,Paid Search,Mobile,iOS,False
CUST066068,2023-03-04,Community Event,,Direct,Community Event,Mobile,iOS,False
CUST066069,2025-11-27,Direct,,Direct,Direct,Mobile,Website,False
CUST066070,2025-11-17,Paid Social,CAMP0002,Organic Social,Paid Social,Desktop,Website,False
CUST066071,2024-02-21,Paid Search,,Organic Social,Paid Search,Mobile,Website,False
CUST066072,2023-06-23,Organic Social,,Paid Social,Organic Social,Mobile,iOS,False
CUST066073,2024-01-30,Direct,,Direct,Direct,Desktop,Website,False
CUST066074,2025-05-02,Paid Social,CAMP0018,Referral,Paid Social,Mobile,Website,False
CUST066075,2024-05-29,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST066076,2025-07-29,Organic Search,,Paid Social,Organic Search,Mobile,Website,False
CUST066077,2023-03-03,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST066078,2025-09-07,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066079,2025-08-20,Paid Social,CAMP0026,Paid Social,Paid Social,Mobile,Website,False
CUST066080,2025-01-11,Paid Social,,Organic Social,Paid Social,Mobile,Website,False
CUST066081,2023-08-09,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST066082,2024-03-18,Influencer,CAMP0004,Influencer,Influencer,Mobile,Website,False
CUST066083,2024-03-10,Influencer,CAMP0004,Paid Social,Influencer,Mobile,Website,False
CUST066084,2024-03-08,Referral,,Organic Social,Referral,Mobile,Website,True
CUST066085,2024-05-12,Paid Social,,Organic Search,Paid Social,Desktop,Website,False
CUST066086,2024-06-04,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST066087,2025-09-16,Direct,,Direct,Direct,Mobile,Website,False
CUST066088,2025-01-31,Referral,,Referral,Referral,Mobile,iOS,True
CUST066089,2025-05-22,Paid Social,,Paid Social,Paid Social,Tablet,Android,False
CUST066090,2024-06-22,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST066091,2024-08-11,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST066092,2025-06-15,Direct,,Paid Search,Direct,Desktop,Website,False
CUST066093,2025-06-22,Organic Search,,Paid Search,Organic Search,Mobile,iOS,False
CUST066094,2023-12-07,Referral,,Referral,Referral,Mobile,Website,True
CUST066095,2024-04-15,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST066096,2023-02-06,Paid Search,,Paid Social,Paid Search,Desktop,Website,False
CUST066097,2025-04-26,Paid Social,CAMP0018,Organic Social,Paid Social,Mobile,Android,False
CUST066098,2024-02-03,Community Event,,Direct,Community Event,Desktop,Website,False
CUST066099,2025-03-04,Organic Social,,Community Event,Organic Social,Desktop,Website,False
CUST066100,2023-09-06,Paid Social,CAMP0037,Organic Social,Paid Social,Mobile,iOS,False
CUST066101,2024-01-12,Organic Search,,Organic Social,Organic Search,Mobile,Website,False
CUST066102,2024-10-24,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST066103,2025-06-23,Community Event,,Community Event,Community Event,Mobile,Website,False
CUST066104,2024-09-26,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST066105,2024-10-03,Referral,,Referral,Referral,Mobile,iOS,True
CUST066106,2025-10-18,Influencer,CAMP0012,Paid Search,Influencer,Mobile,iOS,False
CUST066107,2024-09-07,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST066108,2025-08-08,Direct,,Direct,Direct,Mobile,iOS,False
CUST066109,2025-11-07,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST066110,2023-03-14,Direct,,Direct,Direct,Mobile,Website,False
CUST066111,2024-09-15,Direct,,Influencer,Direct,Desktop,Website,False
CUST066112,2024-10-07,Direct,,Direct,Direct,Desktop,Website,False
CUST066113,2025-12-12,Paid Search,CAMP0054,Paid Search,Paid Search,Mobile,iOS,False
CUST066114,2025-10-17,Community Event,,Community Event,Community Event,Mobile,iOS,False
CUST066115,2024-07-29,Referral,,Referral,Referral,Mobile,Android,True
CUST066116,2024-11-13,Paid Social,CAMP0010,Paid Social,Paid Social,Mobile,Website,False
CUST066117,2024-12-13,Direct,,Direct,Direct,Mobile,Website,False
CUST066118,2025-09-14,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST066119,2024-01-25,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST066120,2025-09-05,Organic Search,,Organic Social,Organic Search,Mobile,Website,False
CUST066121,2023-12-22,Paid Social,,Organic Social,Paid Social,Mobile,Website,False
CUST066122,2024-12-10,Influencer,,Influencer,Influencer,Tablet,iOS,False
CUST066123,2024-04-29,Direct,,Organic Search,Direct,Mobile,Website,False
CUST066124,2023-06-13,Direct,,Organic Search,Direct,Mobile,Website,False
CUST066125,2023-10-07,Paid Social,CAMP0050,Paid Social,Paid Social,Tablet,iOS,False
CUST066126,2025-10-23,Paid Social,CAMP0002,Community Event,Paid Social,Mobile,iOS,False
CUST066127,2025-11-10,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST066128,2025-07-31,Paid Social,CAMP0039,Paid Social,Paid Social,Mobile,Android,False
CUST066129,2023-01-06,Organic Social,,Organic Social,Organic Social,Mobile,Android,False
CUST066130,2025-12-01,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST066131,2024-04-10,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066132,2025-05-01,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST066133,2025-09-02,Organic Search,,Direct,Organic Search,Mobile,iOS,False
CUST066134,2025-11-18,Paid Social,CAMP0002,Influencer,Paid Social,Mobile,Website,False
CUST066135,2024-12-20,Referral,,Organic Search,Referral,Mobile,Website,True
CUST066136,2024-02-27,Direct,,Direct,Direct,Desktop,Website,False
CUST066137,2023-12-16,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST066138,2024-11-03,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST066139,2023-07-13,Organic Social,,Influencer,Organic Social,Mobile,Website,False
CUST066140,2023-09-24,Paid Social,CAMP0050,Paid Social,Paid Social,Mobile,iOS,False
CUST066141,2025-10-14,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST066142,2024-01-20,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST066143,2023-08-13,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST066144,2023-02-13,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066145,2023-06-27,Direct,,Direct,Direct,Mobile,Website,False
CUST066146,2024-07-12,Paid Social,,Influencer,Paid Social,Mobile,Android,False
CUST066147,2024-04-27,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST066148,2025-05-21,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066149,2025-12-19,Paid Social,,Direct,Paid Social,Mobile,Android,False
CUST066150,2023-01-18,Paid Social,,Direct,Paid Social,Mobile,Website,False
CUST066151,2025-01-26,Direct,,Direct,Direct,Desktop,Website,False
CUST066152,2023-11-17,Direct,,Organic Search,Direct,Mobile,Website,False
CUST066153,2023-01-10,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST066154,2023-01-20,Paid Social,,Organic Search,Paid Social,Desktop,Website,False
CUST066155,2025-09-08,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST066156,2024-11-29,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066157,2023-01-03,Direct,,Direct,Direct,Desktop,Website,False
CUST066158,2023-05-12,Referral,,Referral,Referral,Mobile,iOS,True
CUST066159,2023-07-07,Direct,,Direct,Direct,Mobile,Website,False
CUST066160,2023-03-07,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066161,2025-01-11,Paid Social,,Influencer,Paid Social,Desktop,Website,False
CUST066162,2025-11-16,Paid Social,CAMP0002,Paid Social,Paid Social,Mobile,Website,False
CUST066163,2025-07-16,Organic Social,,Organic Social,Organic Social,Mobile,Android,False
CUST066164,2025-01-05,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST066165,2024-06-11,Direct,,Direct,Direct,Mobile,Website,False
CUST066166,2025-05-06,Referral,,Referral,Referral,Mobile,iOS,True
CUST066167,2023-09-27,Paid Search,CAMP0016,Paid Search,Paid Search,Mobile,Website,False
CUST066168,2024-04-10,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST066169,2025-05-29,Organic Search,,Paid Search,Organic Search,Mobile,Website,False
CUST066170,2024-10-02,Direct,,Direct,Direct,Mobile,iOS,False
CUST066171,2025-09-10,Direct,,Organic Search,Direct,Mobile,Website,False
CUST066172,2023-12-28,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST066173,2023-12-29,Community Event,,Direct,Community Event,Desktop,Website,False
CUST066174,2024-10-12,Direct,,Direct,Direct,Desktop,Website,False
CUST066175,2024-02-07,Paid Search,,Referral,Paid Search,Mobile,Website,False
CUST066176,2024-04-25,Referral,,Referral,Referral,Mobile,Website,True
CUST066177,2025-09-14,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST066178,2025-06-18,Paid Social,CAMP0036,Organic Social,Paid Social,Mobile,Android,False
CUST066179,2025-03-03,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066180,2025-04-06,Organic Search,,Paid Search,Organic Search,Mobile,iOS,False
CUST066181,2025-04-27,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST066182,2024-09-10,Direct,,Community Event,Direct,Mobile,iOS,False
CUST066183,2023-09-25,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST066184,2024-09-13,Paid Social,,Direct,Paid Social,Desktop,Website,False
CUST066185,2025-12-01,Paid Search,,Community Event,Paid Search,Mobile,Website,False
CUST066186,2024-12-22,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST066187,2025-06-06,Direct,,Direct,Direct,Mobile,iOS,False
CUST066188,2024-12-16,Organic Social,,Referral,Organic Social,Mobile,Android,False
CUST066189,2023-12-26,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST066190,2025-09-18,Paid Search,CAMP0044,Paid Search,Paid Search,Mobile,Website,False
CUST066191,2025-08-21,Direct,,Community Event,Direct,Mobile,iOS,False
CUST066192,2024-04-29,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST066193,2023-01-23,Direct,,Community Event,Direct,Mobile,Website,False
CUST066194,2024-09-13,Organic Search,,Community Event,Organic Search,Mobile,Android,False
CUST066195,2025-05-27,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066196,2024-06-16,Paid Social,,Organic Search,Paid Social,Desktop,Website,False
CUST066197,2023-09-13,Referral,,Referral,Referral,Mobile,Android,True
CUST066198,2023-08-04,Influencer,,Organic Search,Influencer,Desktop,Website,False
CUST066199,2025-10-10,Community Event,,Community Event,Community Event,Mobile,Website,False
CUST066200,2024-11-29,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST066201,2025-09-19,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066202,2023-01-21,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST066203,2025-08-08,Direct,,Direct,Direct,Mobile,iOS,False
CUST066204,2025-12-28,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST066205,2025-10-23,Organic Social,,Direct,Organic Social,Desktop,Website,False
CUST066206,2025-12-09,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST066207,2023-03-23,Community Event,,Community Event,Community Event,Mobile,iOS,False
CUST066208,2025-10-08,Organic Search,,Paid Search,Organic Search,Mobile,Website,False
CUST066209,2023-08-30,Referral,,Referral,Referral,Desktop,Website,True
CUST066210,2025-04-04,Paid Social,CAMP0017,Paid Social,Paid Social,Mobile,Website,False
CUST066211,2023-05-23,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST066212,2024-10-29,Direct,,Direct,Direct,Desktop,Website,False
CUST066213,2024-12-14,Referral,,Referral,Referral,Mobile,Website,True
CUST066214,2025-01-10,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST066215,2023-04-15,Paid Social,,Paid Social,Paid Social,Mobile,Android,False
CUST066216,2024-10-27,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST066217,2025-02-10,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST066218,2024-08-10,Influencer,,Influencer,Influencer,Mobile,Website,False
CUST066219,2024-06-08,Paid Search,,Influencer,Paid Search,Mobile,Website,False
CUST066220,2025-05-28,Referral,,Paid Search,Referral,Mobile,Android,True
CUST066221,2023-09-18,Influencer,,Influencer,Influencer,Mobile,iOS,False
CUST066222,2023-12-10,Paid Social,CAMP0071,Paid Social,Paid Social,Mobile,iOS,False
CUST066223,2024-02-09,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST066224,2025-06-18,Paid Social,CAMP0036,Paid Social,Paid Social,Mobile,iOS,False
CUST066225,2024-01-07,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST066226,2023-03-01,Organic Search,,Organic Social,Organic Search,Mobile,Website,False
CUST066227,2024-11-17,Paid Social,CAMP0010,Paid Social,Paid Social,Mobile,Website,False
CUST066228,2024-04-26,Paid Social,,Referral,Paid Social,Mobile,iOS,False
CUST066229,2024-05-03,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST066230,2025-07-06,Organic Social,,Referral,Organic Social,Mobile,Website,False
CUST066231,2024-02-15,Organic Search,,Paid Social,Organic Search,Mobile,Website,False
CUST066232,2024-03-03,Organic Search,,Paid Social,Organic Search,Mobile,Android,False
CUST066233,2025-10-23,Paid Social,CAMP0002,Organic Search,Paid Social,Mobile,iOS,False
CUST066234,2025-03-18,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST066235,2023-12-07,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST066236,2024-07-15,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST066237,2024-08-12,Direct,,Direct,Direct,Desktop,Website,False
CUST066238,2024-04-27,Organic Search,,Organic Social,Organic Search,Mobile,Website,False
CUST066239,2023-10-14,Paid Social,CAMP0050,Paid Social,Paid Social,Mobile,Website,False
CUST066240,2025-07-17,Influencer,,Community Event,Influencer,Mobile,iOS,False
CUST066241,2025-12-31,Direct,,Direct,Direct,Desktop,Website,False
CUST066242,2025-11-01,Paid Search,,Organic Social,Paid Search,Mobile,Website,False
CUST066243,2025-02-14,Direct,,Direct,Direct,Mobile,Website,False
CUST066244,2025-03-12,Paid Social,,Paid Search,Paid Social,Mobile,Website,False
CUST066245,2025-12-18,Paid Search,CAMP0054,Influencer,Paid Search,Mobile,Android,False
CUST066246,2025-08-01,Organic Search,,Referral,Organic Search,Mobile,iOS,False
CUST066247,2024-10-31,Influencer,,Organic Search,Influencer,Mobile,iOS,False
CUST066248,2025-01-07,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST066249,2024-12-29,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066250,2025-11-21,Paid Search,CAMP0052,Paid Search,Paid Search,Mobile,Website,False
CUST066251,2025-10-31,Referral,,Referral,Referral,Mobile,Website,True
CUST066252,2023-09-14,Organic Social,,Referral,Organic Social,Mobile,Website,False
CUST066253,2023-08-19,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST066254,2023-04-06,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066255,2023-03-29,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST066256,2025-12-15,Community Event,CAMP0007,Community Event,Community Event,Mobile,Android,False
CUST066257,2023-10-31,Paid Social,CAMP0071,Paid Social,Paid Social,Mobile,iOS,False
CUST066258,2024-02-05,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST066259,2025-04-24,Paid Social,CAMP0017,Organic Social,Paid Social,Mobile,Website,False
CUST066260,2024-06-22,Paid Social,,Paid Search,Paid Social,Desktop,Website,False
CUST066261,2025-08-25,Organic Search,,Direct,Organic Search,Desktop,Website,False
CUST066262,2024-06-15,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST066263,2023-04-15,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST066264,2025-08-19,Referral,,Influencer,Referral,Mobile,Website,True
CUST066265,2025-01-03,Referral,,Referral,Referral,Mobile,Website,True
CUST066266,2024-12-04,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST066267,2025-01-16,Direct,,Direct,Direct,Mobile,Website,False
CUST066268,2023-09-28,Referral,,Paid Social,Referral,Mobile,iOS,True
CUST066269,2023-05-05,Organic Search,,Direct,Organic Search,Desktop,Website,False
CUST066270,2025-09-07,Organic Social,,Referral,Organic Social,Mobile,Website,False
CUST066271,2023-11-04,Community Event,,Community Event,Community Event,Mobile,iOS,False
CUST066272,2025-11-12,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST066273,2025-03-07,Influencer,CAMP0056,Influencer,Influencer,Mobile,iOS,False
CUST066274,2023-06-03,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST066275,2023-05-08,Organic Search,,Organic Social,Organic Search,Mobile,Website,False
CUST066276,2024-12-24,Paid Social,,Influencer,Paid Social,Mobile,Website,False
CUST066277,2025-05-13,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST066278,2025-04-28,Paid Search,,Direct,Paid Search,Mobile,Android,False
CUST066279,2024-12-23,Referral,,Referral,Referral,Desktop,Website,True
CUST066280,2023-01-11,Organic Social,,Paid Social,Organic Social,Mobile,iOS,False
CUST066281,2024-05-12,Paid Social,,Paid Search,Paid Social,Mobile,Android,False
CUST066282,2023-09-28,Influencer,,Influencer,Influencer,Mobile,iOS,False
CUST066283,2024-07-17,Referral,,Referral,Referral,Mobile,iOS,True
CUST066284,2024-11-24,Paid Social,CAMP0010,Organic Search,Paid Social,Mobile,Website,False
CUST066285,2025-10-09,Paid Social,,Organic Social,Paid Social,Mobile,Website,False
CUST066286,2025-09-22,Paid Social,CAMP0019,Paid Social,Paid Social,Mobile,Website,False
CUST066287,2025-09-10,Paid Social,CAMP0019,Paid Social,Paid Social,Desktop,Website,False
CUST066288,2025-05-12,Paid Search,,Direct,Paid Search,Mobile,Android,False
CUST066289,2025-10-09,Organic Search,,Paid Search,Organic Search,Mobile,Website,False
CUST066290,2023-10-09,Organic Search,,Organic Social,Organic Search,Desktop,Website,False
CUST066291,2025-10-09,Direct,,Paid Social,Direct,Mobile,Website,False
CUST066292,2023-02-12,Direct,,Direct,Direct,Mobile,Website,False
CUST066293,2024-12-01,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST066294,2025-08-12,Paid Social,,Community Event,Paid Social,Mobile,Website,False
CUST066295,2024-07-23,Paid Social,,Organic Search,Paid Social,Mobile,iOS,False
CUST066296,2023-06-19,Referral,,Influencer,Referral,Mobile,iOS,True
CUST066297,2024-03-07,Paid Social,,Referral,Paid Social,Desktop,Website,False
CUST066298,2024-02-13,Direct,,Paid Search,Direct,Mobile,Website,False
CUST066299,2025-07-03,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST066300,2024-02-03,Paid Social,CAMP0015,Paid Social,Paid Social,Mobile,iOS,False
CUST066301,2025-06-12,Community Event,,Community Event,Community Event,Mobile,Android,False
CUST066302,2025-06-15,Organic Social,,Organic Social,Organic Social,Mobile,Android,False
CUST066303,2023-07-06,Influencer,,Influencer,Influencer,Mobile,Android,False
CUST066304,2025-12-23,Direct,,Organic Social,Direct,Mobile,Website,False
CUST066305,2023-06-03,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST066306,2025-03-07,Organic Social,,Influencer,Organic Social,Mobile,Website,False
CUST066307,2023-11-09,Organic Social,,Community Event,Organic Social,Mobile,Website,False
CUST066308,2023-12-02,Referral,,Referral,Referral,Mobile,iOS,True
CUST066309,2025-10-22,Paid Social,CAMP0002,Paid Social,Paid Social,Mobile,iOS,False
CUST066310,2025-05-25,Paid Social,,Paid Social,Paid Social,Mobile,Android,False
CUST066311,2024-12-19,Direct,,Paid Social,Direct,Mobile,Website,False
CUST066312,2024-06-24,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST066313,2023-12-04,Paid Social,CAMP0071,Paid Social,Paid Social,Desktop,Website,False
CUST066314,2025-09-09,Paid Social,CAMP0019,Paid Social,Paid Social,Mobile,Website,False
CUST066315,2025-09-06,Referral,,Referral,Referral,Desktop,Website,True
CUST066316,2024-04-22,Referral,,Paid Search,Referral,Desktop,Website,True
CUST066317,2025-01-08,Influencer,,Influencer,Influencer,Mobile,Android,False
CUST066318,2025-12-22,Paid Social,,Organic Social,Paid Social,Desktop,Website,False
CUST066319,2024-11-13,Referral,,Referral,Referral,Mobile,iOS,True
CUST066320,2023-08-22,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066321,2024-01-14,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST066322,2025-01-11,Direct,,Community Event,Direct,Desktop,Website,False
CUST066323,2023-06-14,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST066324,2024-05-02,Referral,,Referral,Referral,Mobile,Android,True
CUST066325,2023-04-06,Organic Social,,Organic Search,Organic Social,Mobile,Website,False
CUST066326,2025-08-19,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST066327,2024-08-17,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST066328,2024-07-02,Referral,,Referral,Referral,Desktop,Website,True
CUST066329,2024-03-20,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST066330,2023-02-11,Direct,,Direct,Direct,Desktop,Website,False
CUST066331,2023-06-15,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST066332,2025-09-14,Organic Search,,Direct,Organic Search,Mobile,Website,False
CUST066333,2025-11-16,Referral,,Paid Social,Referral,Mobile,Website,True
CUST066334,2025-05-08,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST066335,2025-11-17,Referral,,Referral,Referral,Mobile,Website,True
CUST066336,2023-07-15,Paid Search,CAMP0013,Paid Search,Paid Search,Desktop,Website,False
CUST066337,2025-05-30,Direct,,Paid Social,Direct,Desktop,Website,False
CUST066338,2025-11-02,Referral,,Referral,Referral,Mobile,Android,True
CUST066339,2023-12-10,Referral,,Community Event,Referral,Mobile,Website,True
CUST066340,2025-07-11,Paid Social,CAMP0039,Paid Social,Paid Social,Desktop,Website,False
CUST066341,2024-07-02,Referral,,Paid Social,Referral,Desktop,Website,True
CUST066342,2024-09-18,Direct,,Direct,Direct,Mobile,Android,False
CUST066343,2024-10-07,Direct,,Direct,Direct,Mobile,Website,False
CUST066344,2025-11-22,Community Event,,Community Event,Community Event,Mobile,Website,False
CUST066345,2025-08-21,Direct,,Direct,Direct,Mobile,Website,False
CUST066346,2024-09-21,Referral,,Referral,Referral,Desktop,Website,True
CUST066347,2024-06-04,Paid Search,,Direct,Paid Search,Mobile,Website,False
CUST066348,2024-11-20,Direct,,Direct,Direct,Mobile,Android,False
CUST066349,2025-12-15,Organic Social,,Paid Search,Organic Social,Mobile,Website,False
CUST066350,2024-09-20,Paid Social,,Referral,Paid Social,Mobile,Website,False
CUST066351,2024-09-04,Referral,,Referral,Referral,Desktop,Website,True
CUST066352,2025-06-25,Direct,,Direct,Direct,Mobile,Website,False
CUST066353,2024-05-02,Organic Social,,Referral,Organic Social,Mobile,Website,False
CUST066354,2024-07-20,Paid Search,,Paid Search,Paid Search,Mobile,Android,False
CUST066355,2025-10-29,Influencer,,Referral,Influencer,Mobile,Website,False
CUST066356,2025-03-03,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST066357,2025-01-19,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST066358,2025-06-16,Referral,,Referral,Referral,Mobile,Website,True
CUST066359,2025-07-03,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST066360,2023-11-02,Direct,,Direct,Direct,Tablet,Website,False
CUST066361,2023-08-29,Influencer,,Influencer,Influencer,Mobile,Website,False
CUST066362,2025-04-21,Organic Social,,Community Event,Organic Social,Mobile,Android,False
CUST066363,2023-07-24,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST066364,2025-03-02,Influencer,CAMP0056,Direct,Influencer,Mobile,Website,False
CUST066365,2025-06-25,Direct,,Community Event,Direct,Mobile,iOS,False
CUST066366,2023-05-16,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST066367,2025-03-04,Paid Search,,Paid Search,Paid Search,Mobile,Android,False
CUST066368,2024-01-23,Paid Social,CAMP0015,Paid Social,Paid Social,Mobile,iOS,False
CUST066369,2023-02-22,Influencer,,Organic Social,Influencer,Mobile,Website,False
CUST066370,2024-08-13,Organic Search,,Organic Social,Organic Search,Mobile,iOS,False
CUST066371,2025-09-05,Paid Search,CAMP0044,Organic Social,Paid Search,Desktop,Website,False
CUST066372,2024-05-28,Paid Search,,Influencer,Paid Search,Mobile,Website,False
CUST066373,2024-10-28,Influencer,,Influencer,Influencer,Mobile,Website,False
CUST066374,2024-01-13,Direct,,Direct,Direct,Mobile,iOS,False
CUST066375,2024-10-25,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST066376,2025-06-22,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST066377,2024-08-27,Direct,,Referral,Direct,Mobile,Website,False
CUST066378,2025-08-17,Paid Social,,Referral,Paid Social,Mobile,Android,False
CUST066379,2025-09-22,Organic Social,,Paid Social,Organic Social,Mobile,Website,False
CUST066380,2024-02-16,Direct,,Direct,Direct,Mobile,Android,False
CUST066381,2023-09-19,Direct,,Paid Social,Direct,Mobile,Website,False
CUST066382,2025-05-01,Referral,,Referral,Referral,Mobile,Android,True
CUST066383,2023-10-07,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
